loan_id,no_of_dependents,education,self_employed,loan_term,cibil_score,loan_status,income_annum_usd,loan_amount_usd,residential_assets_usd,commercial_assets_usd,luxury_assets_usd,bank_assets_usd
413,4, Not Graduate, No,16,880, Approved,59036.14457831325,226506.02409638555,50602.409638554214,56626.50602409639,159036.14457831325,31325.301204819276
414,1, Graduate, No,20,608, Approved,49397.590361445786,101204.81927710843,16867.469879518074,96385.5421686747,120481.92771084337,53012.048192771086
415,0, Graduate, Yes,6,760, Approved,9638.55421686747,25301.204819277107,3614.4578313253014,1204.8192771084337,19277.10843373494,7228.915662650603
416,3, Graduate, Yes,12,385, Rejected,20481.927710843374,55421.68674698795,18072.289156626506,15662.650602409638,62650.60240963855,20481.927710843374
417,0, Graduate, Yes,12,478, Rejected,73493.97590361445,280722.8915662651,45783.132530120485,27710.843373493975,213253.01204819276,59036.14457831325
418,1, Graduate, Yes,16,327, Rejected,25301.204819277107,92771.0843373494,60240.96385542169,6024.096385542169,56626.50602409639,27710.843373493975
419,0, Graduate, No,6,663, Approved,37349.39759036145,112048.19277108433,15662.650602409638,16867.469879518074,97590.36144578313,45783.132530120485
420,2, Not Graduate, Yes,20,693, Approved,20481.927710843374,42168.67469879518,26506.024096385543,16867.469879518074,57831.32530120482,20481.927710843374
421,3, Graduate, No,6,710, Approved,20481.927710843374,65060.24096385542,57831.32530120482,8433.734939759037,69879.51807228915,20481.927710843374
422,4, Not Graduate, Yes,6,711, Approved,48192.77108433735,174698.7951807229,28915.66265060241,68674.69879518072,131325.3012048193,49397.590361445786
423,5, Graduate, No,8,386, Rejected,67469.8795180723,221686.7469879518,136144.578313253,80722.89156626505,136144.578313253,67469.8795180723
424,4, Graduate, Yes,10,855, Approved,46987.951807228914,143373.4939759036,122891.56626506025,48192.77108433735,122891.56626506025,33734.93975903615
425,4, Graduate, Yes,14,573, Approved,73493.97590361445,184337.34939759035,13253.012048192772,119277.10843373495,160240.9638554217,101204.81927710843
426,0, Graduate, Yes,18,431, Rejected,13253.012048192772,33734.93975903615,6024.096385542169,3614.4578313253014,51807.22891566265,16867.469879518074
427,2, Graduate, No,8,364, Rejected,66265.06024096385,178313.2530120482,156626.5060240964,54216.867469879515,151807.22891566265,54216.867469879515
428,4, Graduate, Yes,14,711, Approved,13253.012048192772,43373.49397590361,30120.481927710844,6024.096385542169,43373.49397590361,7228.915662650603
429,4, Not Graduate, Yes,20,771, Approved,4819.277108433735,10843.373493975903,12048.192771084337,6024.096385542169,19277.10843373494,6024.096385542169
430,3, Graduate, No,18,669, Approved,110843.3734939759,438554.2168674699,37349.39759036145,153012.0481927711,372289.156626506,148192.77108433735
431,4, Not Graduate, Yes,18,338, Rejected,112048.19277108433,331325.3012048193,259036.14457831325,6024.096385542169,420481.9277108434,79518.07228915663
432,1, Graduate, No,8,562, Approved,13253.012048192772,42168.67469879518,27710.843373493975,14457.831325301206,38554.21686746988,6024.096385542169
433,3, Not Graduate, No,2,769, Approved,67469.8795180723,225301.2048192771,96385.5421686747,98795.18072289157,208433.73493975904,57831.32530120482
434,0, Graduate, Yes,8,629, Approved,75903.61445783133,259036.14457831325,7228.915662650603,40963.85542168675,265060.2409638554,62650.60240963855
435,3, Graduate, No,6,699, Approved,106024.09638554217,218072.2891566265,77108.43373493975,25301.204819277107,222891.56626506025,113253.01204819277
436,0, Not Graduate, No,20,590, Approved,101204.81927710843,250602.4096385542,61445.78313253012,107228.9156626506,386746.9879518072,130120.48192771085
437,3, Graduate, Yes,4,707, Approved,19277.10843373494,68674.69879518072,39759.03614457831,32530.12048192771,74698.7951807229,27710.843373493975
438,3, Not Graduate, Yes,8,391, Rejected,54216.867469879515,137349.39759036145,102409.63855421687,81927.7108433735,119277.10843373495,54216.867469879515
439,5, Not Graduate, No,4,891, Approved,78313.2530120482,222891.56626506025,163855.421686747,39759.03614457831,284337.3493975904,85542.1686746988
440,3, Graduate, Yes,2,731, Approved,114457.8313253012,248192.77108433735,161445.7831325301,45783.132530120485,249397.5903614458,110843.3734939759
441,3, Not Graduate, No,12,775, Approved,56626.50602409639,201204.81927710844,48192.77108433735,20481.927710843374,208433.73493975904,42168.67469879518
442,5, Graduate, Yes,2,897, Approved,115662.65060240965,390361.4457831325,42168.67469879518,185542.1686746988,322891.5662650602,74698.7951807229
443,5, Graduate, No,20,794, Approved,96385.5421686747,321686.7469879518,96385.5421686747,177108.43373493975,360240.9638554217,93975.90361445783
444,2, Graduate, No,6,555, Approved,92771.0843373494,201204.81927710844,155421.68674698795,34939.75903614458,218072.2891566265,102409.63855421687
445,1, Not Graduate, Yes,12,536, Rejected,43373.49397590361,124096.38554216867,81927.7108433735,6024.096385542169,146987.9518072289,32530.12048192771
446,2, Not Graduate, No,10,839, Approved,8433.734939759037,20481.927710843374,1204.8192771084337,8433.734939759037,24096.385542168675,10843.373493975903
447,0, Graduate, Yes,6,890, Approved,16867.469879518074,61445.78313253012,49397.590361445786,22891.566265060243,62650.60240963855,22891.566265060243
448,1, Graduate, Yes,20,415, Rejected,103614.4578313253,336144.578313253,146987.9518072289,178313.2530120482,326506.0240963855,95180.72289156627
449,4, Graduate, No,4,868, Approved,56626.50602409639,189156.6265060241,39759.03614457831,30120.481927710844,166265.06024096385,57831.32530120482
450,3, Graduate, Yes,12,353, Rejected,34939.75903614458,69879.51807228915,101204.81927710843,31325.301204819276,121686.7469879518,37349.39759036145
451,4, Not Graduate, No,16,590, Approved,108433.73493975903,349397.5903614458,55421.68674698795,187951.80722891566,351807.2289156627,148192.77108433735
452,5, Graduate, Yes,18,618, Approved,6024.096385542169,10843.373493975903,16867.469879518074,7228.915662650603,14457.831325301206,4819.277108433735
453,2, Not Graduate, Yes,10,539, Rejected,8433.734939759037,20481.927710843374,16867.469879518074,12048.192771084337,22891.566265060243,10843.373493975903
454,0, Graduate, No,4,429, Approved,81927.7108433735,325301.2048192771,206024.09638554216,91566.26506024097,257831.3253012048,113253.01204819277
455,2, Graduate, No,8,792, Approved,21686.746987951807,56626.50602409639,54216.867469879515,14457.831325301206,49397.590361445786,26506.024096385543
456,0, Not Graduate, No,2,608, Approved,72289.15662650602,149397.5903614458,36144.57831325301,25301.204819277107,215662.65060240965,81927.7108433735
457,4, Graduate, Yes,14,555, Approved,65060.24096385542,259036.14457831325,51807.22891566265,18072.289156626506,172289.156626506,90361.44578313253
458,5, Graduate, Yes,12,620, Approved,101204.81927710843,210843.3734939759,184337.34939759035,163855.421686747,313253.0120481928,69879.51807228915
459,0, Graduate, No,6,635, Approved,89156.6265060241,251807.22891566265,187951.80722891566,168674.6987951807,253012.0481927711,86746.98795180723
460,2, Graduate, No,10,457, Rejected,38554.21686746988,150602.4096385542,73493.97590361445,24096.385542168675,98795.18072289157,51807.22891566265
461,1, Graduate, Yes,8,350, Rejected,65060.24096385542,257831.3253012048,31325.301204819276,12048.192771084337,237349.39759036145,81927.7108433735
462,5, Graduate, Yes,14,885, Approved,12048.192771084337,30120.481927710844,26506.024096385543,1204.8192771084337,27710.843373493975,13253.012048192772
463,0, Graduate, No,16,638, Approved,53012.048192771086,177108.43373493975,48192.77108433735,32530.12048192771,173493.97590361445,32530.12048192771
464,1, Graduate, Yes,12,710, Approved,45783.132530120485,126506.02409638555,21686.746987951807,74698.7951807229,150602.4096385542,30120.481927710844
465,3, Not Graduate, Yes,18,470, Rejected,73493.97590361445,251807.22891566265,6024.096385542169,102409.63855421687,216867.46987951806,90361.44578313253
466,5, Not Graduate, Yes,16,874, Approved,66265.06024096385,208433.73493975904,12048.192771084337,34939.75903614458,165060.2409638554,95180.72289156627
467,5, Not Graduate, Yes,18,411, Rejected,6024.096385542169,21686.746987951807,12048.192771084337,6024.096385542169,15662.650602409638,2409.6385542168673
468,0, Not Graduate, Yes,2,482, Approved,3614.4578313253014,13253.012048192772,2409.6385542168673,1204.8192771084337,13253.012048192772,4819.277108433735
469,1, Graduate, Yes,2,396, Rejected,74698.7951807229,203614.4578313253,127710.84337349398,90361.44578313253,285542.1686746988,91566.26506024097
470,0, Not Graduate, No,20,436, Rejected,3614.4578313253014,10843.373493975903,0.0,4819.277108433735,7228.915662650603,2409.6385542168673
471,0, Not Graduate, Yes,20,303, Rejected,83132.53012048193,266265.0602409639,163855.421686747,55421.68674698795,265060.2409638554,83132.53012048193
472,4, Graduate, No,12,728, Approved,44578.31325301205,137349.39759036145,50602.409638554214,69879.51807228915,87951.80722891567,27710.843373493975
473,3, Not Graduate, Yes,10,775, Approved,106024.09638554217,344578.313253012,62650.60240963855,60240.96385542169,385542.1686746988,115662.65060240965
474,5, Graduate, Yes,12,402, Rejected,98795.18072289157,283132.5301204819,181927.7108433735,18072.289156626506,292771.0843373494,69879.51807228915
475,1, Not Graduate, Yes,18,698, Approved,110843.3734939759,379518.0722891566,63855.42168674699,73493.97590361445,245783.1325301205,100000.0
476,0, Not Graduate, No,14,665, Approved,28915.66265060241,93975.90361445783,62650.60240963855,34939.75903614458,74698.7951807229,34939.75903614458
477,4, Not Graduate, No,18,490, Rejected,49397.590361445786,162650.60240963855,56626.50602409639,74698.7951807229,167469.8795180723,24096.385542168675
478,1, Graduate, No,12,504, Rejected,96385.5421686747,384337.3493975904,286746.9879518072,18072.289156626506,266265.0602409639,72289.15662650602
479,3, Not Graduate, Yes,8,790, Approved,43373.49397590361,103614.4578313253,65060.24096385542,71084.3373493976,118072.2891566265,62650.60240963855
480,1, Not Graduate, Yes,20,669, Approved,8433.734939759037,32530.12048192771,1204.8192771084337,12048.192771084337,31325.301204819276,6024.096385542169
481,4, Not Graduate, No,6,381, Rejected,100000.0,369879.5180722892,261445.7831325301,27710.843373493975,321686.7469879518,55421.68674698795
482,0, Graduate, Yes,2,900, Approved,63855.42168674699,180722.89156626505,20481.927710843374,25301.204819277107,253012.0481927711,69879.51807228915
483,4, Graduate, No,16,506, Rejected,100000.0,300000.0,185542.1686746988,67469.8795180723,321686.7469879518,84337.34939759035
484,3, Not Graduate, Yes,12,538, Rejected,30120.481927710844,106024.09638554217,59036.14457831325,21686.746987951807,109638.55421686747,39759.03614457831
485,3, Graduate, Yes,8,677, Approved,65060.24096385542,173493.97590361445,132530.1204819277,95180.72289156627,250602.4096385542,37349.39759036145
486,4, Graduate, No,8,685, Approved,19277.10843373494,59036.14457831325,38554.21686746988,24096.385542168675,45783.132530120485,18072.289156626506
487,2, Not Graduate, No,12,860, Approved,28915.66265060241,74698.7951807229,59036.14457831325,44578.31325301205,114457.8313253012,13253.012048192772
488,5, Not Graduate, No,6,608, Approved,75903.61445783133,178313.2530120482,193975.90361445784,126506.02409638555,262650.6024096386,65060.24096385542
489,4, Graduate, Yes,10,540, Rejected,30120.481927710844,63855.42168674699,27710.843373493975,33734.93975903615,85542.1686746988,20481.927710843374
490,0, Graduate, Yes,16,492, Rejected,90361.44578313253,202409.63855421686,259036.14457831325,57831.32530120482,306024.0963855422,133734.93975903615
491,3, Not Graduate, No,14,834, Approved,34939.75903614458,102409.63855421687,14457.831325301206,54216.867469879515,106024.09638554217,21686.746987951807
492,3, Graduate, Yes,16,834, Approved,12048.192771084337,42168.67469879518,9638.55421686747,20481.927710843374,36144.57831325301,8433.734939759037
493,2, Graduate, Yes,8,890, Approved,103614.4578313253,346987.9518072289,280722.8915662651,71084.3373493976,255421.68674698795,86746.98795180723
494,1, Not Graduate, No,12,443, Rejected,3614.4578313253014,13253.012048192772,7228.915662650603,4819.277108433735,14457.831325301206,2409.6385542168673
495,5, Not Graduate, No,18,329, Rejected,27710.843373493975,68674.69879518072,67469.8795180723,39759.03614457831,59036.14457831325,32530.12048192771
496,2, Not Graduate, Yes,12,739, Approved,28915.66265060241,65060.24096385542,3614.4578313253014,30120.481927710844,60240.96385542169,36144.57831325301
497,5, Graduate, Yes,6,867, Approved,118072.2891566265,365060.2409638554,250602.4096385542,192771.0843373494,363855.421686747,91566.26506024097
498,2, Not Graduate, No,6,307, Rejected,97590.36144578313,298795.1807228916,2409.6385542168673,48192.77108433735,374698.7951807229,126506.02409638555
499,3, Graduate, No,18,492, Rejected,80722.89156626505,186746.98795180724,25301.204819277107,24096.385542168675,316867.4698795181,113253.01204819277
500,1, Not Graduate, Yes,18,698, Approved,101204.81927710843,297590.3614457831,277108.4337349398,159036.14457831325,393975.9036144578,146987.9518072289
501,2, Graduate, No,8,851, Approved,2409.6385542168673,8433.734939759037,4819.277108433735,2409.6385542168673,9638.55421686747,2409.6385542168673
502,2, Graduate, No,14,375, Rejected,56626.50602409639,150602.4096385542,15662.650602409638,75903.61445783133,121686.7469879518,65060.24096385542
503,0, Graduate, Yes,14,601, Approved,51807.22891566265,172289.156626506,45783.132530120485,10843.373493975903,201204.81927710844,68674.69879518072
504,4, Not Graduate, No,20,756, Approved,26506.024096385543,84337.34939759035,43373.49397590361,46987.951807228914,68674.69879518072,14457.831325301206
505,4, Graduate, Yes,4,868, Approved,103614.4578313253,231325.3012048193,245783.1325301205,18072.289156626506,395180.7228915663,112048.19277108433
506,4, Graduate, Yes,10,838, Approved,24096.385542168675,86746.98795180723,30120.481927710844,3614.4578313253014,91566.26506024097,12048.192771084337
507,4, Not Graduate, Yes,14,375, Rejected,50602.409638554214,191566.26506024096,86746.98795180723,95180.72289156627,195180.72289156626,36144.57831325301
508,0, Not Graduate, Yes,18,778, Approved,61445.78313253012,150602.4096385542,39759.03614457831,12048.192771084337,178313.2530120482,38554.21686746988
509,2, Graduate, Yes,6,442, Rejected,49397.590361445786,134939.7590361446,146987.9518072289,49397.590361445786,120481.92771084337,54216.867469879515
510,1, Graduate, Yes,12,808, Approved,119277.10843373495,475903.6144578313,142168.6746987952,44578.31325301205,363855.421686747,162650.60240963855
511,1, Not Graduate, Yes,20,372, Rejected,38554.21686746988,108433.73493975903,32530.12048192771,33734.93975903615,86746.98795180723,45783.132530120485
512,2, Graduate, No,4,597, Approved,66265.06024096385,228915.6626506024,13253.012048192772,48192.77108433735,225301.2048192771,63855.42168674699
513,0, Graduate, Yes,20,435, Rejected,93975.90361445783,350602.4096385542,254216.8674698795,156626.5060240964,208433.73493975904,116867.46987951807
514,3, Graduate, Yes,20,728, Approved,40963.85542168675,116867.46987951807,18072.289156626506,18072.289156626506,87951.80722891567,28915.66265060241
515,4, Graduate, Yes,14,373, Rejected,95180.72289156627,312048.1927710843,131325.3012048193,172289.156626506,333734.9397590361,91566.26506024097
516,3, Graduate, Yes,10,367, Rejected,107228.9156626506,222891.56626506025,73493.97590361445,0.0,385542.1686746988,124096.38554216867
517,2, Graduate, No,14,552, Approved,87951.80722891567,230120.48192771085,24096.385542168675,161445.7831325301,202409.63855421686,48192.77108433735
518,4, Not Graduate, Yes,8,465, Rejected,39759.03614457831,127710.84337349398,6024.096385542169,53012.048192771086,87951.80722891567,33734.93975903615
519,4, Graduate, Yes,8,607, Approved,34939.75903614458,126506.02409638555,53012.048192771086,66265.06024096385,91566.26506024097,45783.132530120485
520,2, Graduate, Yes,4,427, Rejected,6024.096385542169,15662.650602409638,16867.469879518074,6024.096385542169,21686.746987951807,7228.915662650603
521,3, Not Graduate, No,4,711, Approved,86746.98795180723,255421.68674698795,130120.48192771085,50602.409638554214,300000.0,68674.69879518072
522,3, Not Graduate, No,14,823, Approved,100000.0,290361.4457831325,71084.3373493976,8433.734939759037,289156.6265060241,92771.0843373494
523,1, Not Graduate, Yes,6,523, Rejected,104819.27710843373,246987.9518072289,232530.1204819277,78313.2530120482,285542.1686746988,57831.32530120482
524,4, Not Graduate, Yes,10,328, Rejected,85542.1686746988,336144.578313253,108433.73493975903,161445.7831325301,319277.1084337349,92771.0843373494
525,3, Graduate, Yes,12,721, Approved,118072.2891566265,339759.0361445783,190361.44578313254,78313.2530120482,263855.421686747,115662.65060240965
526,0, Graduate, Yes,20,599, Approved,83132.53012048193,204819.27710843374,218072.2891566265,113253.01204819277,320481.9277108434,51807.22891566265
527,0, Not Graduate, No,14,580, Approved,28915.66265060241,60240.96385542169,71084.3373493976,53012.048192771086,66265.06024096385,38554.21686746988
528,1, Not Graduate, Yes,10,744, Approved,25301.204819277107,59036.14457831325,2409.6385542168673,24096.385542168675,65060.24096385542,12048.192771084337
529,2, Graduate, Yes,4,559, Approved,86746.98795180723,287951.8072289157,50602.409638554214,146987.9518072289,214457.8313253012,130120.48192771085
530,2, Graduate, No,16,587, Approved,55421.68674698795,162650.60240963855,92771.0843373494,71084.3373493976,127710.84337349398,60240.96385542169
531,5, Graduate, Yes,18,817, Approved,119277.10843373495,383132.5301204819,281927.7108433735,8433.734939759037,392771.0843373494,138554.2168674699
532,4, Not Graduate, Yes,20,655, Approved,3614.4578313253014,12048.192771084337,0.0,1204.8192771084337,13253.012048192772,4819.277108433735
533,5, Graduate, Yes,6,382, Rejected,83132.53012048193,287951.8072289157,206024.09638554216,83132.53012048193,259036.14457831325,107228.9156626506
534,2, Graduate, Yes,6,765, Approved,20481.927710843374,51807.22891566265,60240.96385542169,18072.289156626506,40963.85542168675,10843.373493975903
535,2, Graduate, Yes,20,516, Rejected,53012.048192771086,120481.92771084337,89156.6265060241,91566.26506024097,146987.9518072289,61445.78313253012
536,4, Not Graduate, Yes,8,383, Rejected,51807.22891566265,180722.89156626505,56626.50602409639,1204.8192771084337,108433.73493975903,59036.14457831325
537,2, Not Graduate, No,6,633, Approved,44578.31325301205,169879.51807228915,9638.55421686747,2409.6385542168673,136144.578313253,40963.85542168675
538,1, Graduate, No,2,547, Rejected,71084.3373493976,183132.53012048194,206024.09638554216,24096.385542168675,177108.43373493975,43373.49397590361
539,5, Not Graduate, Yes,10,843, Approved,103614.4578313253,316867.4698795181,280722.8915662651,118072.2891566265,218072.2891566265,136144.578313253
540,3, Not Graduate, Yes,8,783, Approved,40963.85542168675,159036.14457831325,78313.2530120482,3614.4578313253014,156626.5060240964,59036.14457831325
541,3, Not Graduate, Yes,14,790, Approved,12048.192771084337,38554.21686746988,22891.566265060243,1204.8192771084337,43373.49397590361,13253.012048192772
542,1, Not Graduate, Yes,16,409, Rejected,53012.048192771086,171084.3373493976,153012.0481927711,15662.650602409638,151807.22891566265,54216.867469879515
543,0, Not Graduate, No,14,376, Rejected,43373.49397590361,93975.90361445783,118072.2891566265,83132.53012048193,143373.4939759036,36144.57831325301
544,3, Not Graduate, No,8,625, Approved,16867.469879518074,32530.12048192771,37349.39759036145,21686.746987951807,40963.85542168675,12048.192771084337
545,0, Not Graduate, No,18,707, Approved,63855.42168674699,131325.3012048193,155421.68674698795,31325.301204819276,153012.0481927711,91566.26506024097
546,3, Graduate, Yes,6,645, Approved,113253.01204819277,246987.9518072289,209638.55421686746,156626.5060240964,295180.7228915663,122891.56626506025
547,4, Not Graduate, Yes,6,887, Approved,79518.07228915663,266265.0602409639,43373.49397590361,42168.67469879518,238554.2168674699,56626.50602409639
548,5, Graduate, No,18,319, Rejected,118072.2891566265,453012.0481927711,231325.3012048193,61445.78313253012,239759.0361445783,61445.78313253012
549,1, Not Graduate, No,20,647, Approved,22891.566265060243,59036.14457831325,49397.590361445786,25301.204819277107,81927.7108433735,20481.927710843374
550,2, Not Graduate, Yes,6,888, Approved,69879.51807228915,271084.3373493976,143373.4939759036,31325.301204819276,206024.09638554216,57831.32530120482
551,2, Not Graduate, No,10,420, Rejected,37349.39759036145,125301.2048192771,83132.53012048193,71084.3373493976,120481.92771084337,42168.67469879518
552,0, Graduate, No,2,791, Approved,81927.7108433735,221686.7469879518,48192.77108433735,10843.373493975903,243373.4939759036,119277.10843373495
553,5, Not Graduate, No,12,891, Approved,55421.68674698795,195180.72289156626,71084.3373493976,14457.831325301206,130120.48192771085,44578.31325301205
554,2, Not Graduate, Yes,16,641, Approved,2409.6385542168673,8433.734939759037,7228.915662650603,2409.6385542168673,7228.915662650603,1204.8192771084337
555,3, Not Graduate, Yes,6,319, Rejected,114457.8313253012,274698.7951807229,2409.6385542168673,226506.02409638555,410843.3734939759,113253.01204819277
556,5, Not Graduate, Yes,20,819, Approved,74698.7951807229,267469.8795180723,162650.60240963855,79518.07228915663,261445.7831325301,104819.27710843373
557,4, Not Graduate, Yes,18,387, Rejected,116867.46987951807,389156.6265060241,139759.0361445783,172289.156626506,240963.85542168675,65060.24096385542
558,5, Graduate, Yes,2,686, Approved,50602.409638554214,148192.77108433735,126506.02409638555,2409.6385542168673,187951.80722891566,50602.409638554214
559,1, Graduate, Yes,4,415, Rejected,68674.69879518072,144578.31325301205,189156.6265060241,10843.373493975903,208433.73493975904,89156.6265060241
560,2, Graduate, Yes,6,885, Rejected,2409.6385542168673,6024.096385542169,-1204.8192771084337,0.0,3614.4578313253014,2409.6385542168673
561,4, Graduate, No,4,722, Approved,96385.5421686747,307228.9156626506,207228.9156626506,167469.8795180723,315662.6506024096,59036.14457831325
562,4, Graduate, No,20,761, Approved,62650.60240963855,245783.1325301205,56626.50602409639,19277.10843373494,172289.156626506,74698.7951807229
563,1, Graduate, Yes,8,389, Rejected,85542.1686746988,183132.53012048194,71084.3373493976,10843.373493975903,292771.0843373494,71084.3373493976
564,1, Graduate, Yes,12,600, Approved,112048.19277108433,336144.578313253,25301.204819277107,50602.409638554214,349397.5903614458,79518.07228915663
565,5, Graduate, No,2,407, Approved,24096.385542168675,73493.97590361445,22891.566265060243,22891.566265060243,55421.68674698795,24096.385542168675
566,3, Graduate, Yes,18,829, Approved,46987.951807228914,168674.6987951807,62650.60240963855,48192.77108433735,139759.0361445783,32530.12048192771
567,2, Not Graduate, No,6,895, Approved,33734.93975903615,71084.3373493976,12048.192771084337,46987.951807228914,131325.3012048193,18072.289156626506
568,5, Graduate, Yes,12,441, Rejected,36144.57831325301,133734.93975903615,102409.63855421687,30120.481927710844,87951.80722891567,24096.385542168675
569,4, Not Graduate, No,16,895, Approved,54216.867469879515,118072.2891566265,118072.2891566265,98795.18072289157,167469.8795180723,66265.06024096385
570,4, Graduate, No,4,826, Approved,22891.566265060243,51807.22891566265,28915.66265060241,0.0,84337.34939759035,10843.373493975903
571,1, Graduate, No,8,453, Rejected,27710.843373493975,86746.98795180723,36144.57831325301,25301.204819277107,97590.36144578313,40963.85542168675
572,0, Graduate, No,2,701, Approved,56626.50602409639,210843.3734939759,65060.24096385542,27710.843373493975,140963.85542168675,84337.34939759035
573,2, Not Graduate, Yes,8,627, Approved,15662.650602409638,32530.12048192771,1204.8192771084337,3614.4578313253014,31325.301204819276,15662.650602409638
574,3, Graduate, No,2,543, Approved,37349.39759036145,132530.1204819277,71084.3373493976,26506.024096385543,108433.73493975903,28915.66265060241
575,0, Graduate, No,18,411, Rejected,101204.81927710843,210843.3734939759,159036.14457831325,63855.42168674699,377108.4337349398,125301.2048192771
576,5, Graduate, Yes,4,583, Approved,20481.927710843374,69879.51807228915,24096.385542168675,21686.746987951807,72289.15662650602,27710.843373493975
577,2, Not Graduate, No,2,889, Approved,22891.566265060243,90361.44578313253,7228.915662650603,13253.012048192772,85542.1686746988,31325.301204819276
578,3, Not Graduate, No,8,684, Approved,28915.66265060241,103614.4578313253,40963.85542168675,28915.66265060241,74698.7951807229,19277.10843373494
579,5, Graduate, No,10,578, Approved,81927.7108433735,246987.9518072289,6024.096385542169,142168.6746987952,327710.843373494,40963.85542168675
580,1, Graduate, No,20,445, Rejected,34939.75903614458,131325.3012048193,79518.07228915663,33734.93975903615,112048.19277108433,31325.301204819276
581,4, Graduate, Yes,10,369, Rejected,107228.9156626506,316867.4698795181,287951.8072289157,84337.34939759035,330120.4819277108,145783.1325301205
582,1, Not Graduate, No,18,794, Approved,106024.09638554217,267469.8795180723,101204.81927710843,143373.4939759036,253012.0481927711,126506.02409638555
583,0, Graduate, Yes,16,492, Rejected,98795.18072289157,231325.3012048193,198795.18072289156,110843.3734939759,240963.85542168675,86746.98795180723
584,3, Not Graduate, Yes,16,557, Approved,43373.49397590361,159036.14457831325,118072.2891566265,48192.77108433735,119277.10843373495,25301.204819277107
585,4, Graduate, Yes,6,519, Rejected,114457.8313253012,383132.5301204819,71084.3373493976,15662.650602409638,342168.6746987952,146987.9518072289
586,0, Not Graduate, Yes,18,699, Approved,22891.566265060243,68674.69879518072,66265.06024096385,2409.6385542168673,78313.2530120482,24096.385542168675
587,3, Not Graduate, Yes,2,741, Approved,109638.55421686747,296385.5421686747,96385.5421686747,48192.77108433735,427710.843373494,163855.421686747
588,5, Graduate, No,18,508, Rejected,13253.012048192772,45783.132530120485,2409.6385542168673,21686.746987951807,27710.843373493975,10843.373493975903
589,5, Not Graduate, Yes,10,647, Approved,13253.012048192772,33734.93975903615,32530.12048192771,24096.385542168675,51807.22891566265,16867.469879518074
590,1, Graduate, No,14,656, Approved,112048.19277108433,344578.313253012,208433.73493975904,109638.55421686747,330120.4819277108,150602.4096385542
591,4, Graduate, Yes,2,439, Rejected,46987.951807228914,127710.84337349398,3614.4578313253014,91566.26506024097,178313.2530120482,30120.481927710844
592,5, Not Graduate, Yes,12,350, Rejected,18072.289156626506,48192.77108433735,34939.75903614458,22891.566265060243,53012.048192771086,14457.831325301206
593,5, Graduate, No,6,493, Rejected,9638.55421686747,26506.024096385543,10843.373493975903,6024.096385542169,33734.93975903615,12048.192771084337
594,4, Graduate, No,6,851, Approved,7228.915662650603,21686.746987951807,1204.8192771084337,13253.012048192772,25301.204819277107,9638.55421686747
595,2, Graduate, No,18,492, Rejected,53012.048192771086,150602.4096385542,95180.72289156627,14457.831325301206,121686.7469879518,32530.12048192771
596,4, Graduate, Yes,6,861, Approved,32530.12048192771,65060.24096385542,75903.61445783133,28915.66265060241,80722.89156626505,32530.12048192771
597,3, Not Graduate, Yes,2,664, Approved,74698.7951807229,175903.61445783134,220481.92771084336,101204.81927710843,202409.63855421686,79518.07228915663
598,5, Graduate, Yes,16,362, Rejected,8433.734939759037,15662.650602409638,25301.204819277107,15662.650602409638,24096.385542168675,12048.192771084337
599,0, Graduate, No,6,703, Approved,40963.85542168675,113253.01204819277,7228.915662650603,72289.15662650602,103614.4578313253,31325.301204819276
600,1, Not Graduate, Yes,12,758, Approved,59036.14457831325,202409.63855421686,20481.927710843374,32530.12048192771,133734.93975903615,71084.3373493976
601,3, Not Graduate, Yes,2,396, Rejected,50602.409638554214,116867.46987951807,8433.734939759037,98795.18072289157,103614.4578313253,51807.22891566265
602,0, Graduate, Yes,2,828, Approved,63855.42168674699,127710.84337349398,97590.36144578313,80722.89156626505,209638.55421686746,69879.51807228915
603,5, Graduate, Yes,20,709, Approved,44578.31325301205,120481.92771084337,96385.5421686747,9638.55421686747,144578.31325301205,26506.024096385543
604,4, Not Graduate, Yes,10,528, Rejected,67469.8795180723,210843.3734939759,171084.3373493976,27710.843373493975,145783.1325301205,86746.98795180723
605,2, Graduate, Yes,14,623, Approved,51807.22891566265,192771.0843373494,118072.2891566265,80722.89156626505,204819.27710843374,54216.867469879515
606,4, Not Graduate, Yes,14,599, Approved,85542.1686746988,295180.7228915663,109638.55421686747,84337.34939759035,245783.1325301205,81927.7108433735
607,4, Graduate, Yes,4,622, Approved,65060.24096385542,153012.0481927711,132530.1204819277,39759.03614457831,181927.7108433735,78313.2530120482
608,0, Not Graduate, No,6,385, Rejected,72289.15662650602,157831.3253012048,200000.0,91566.26506024097,265060.2409638554,89156.6265060241
609,4, Graduate, Yes,2,579, Approved,49397.590361445786,150602.4096385542,131325.3012048193,86746.98795180723,146987.9518072289,24096.385542168675
610,4, Not Graduate, No,20,846, Approved,100000.0,215662.65060240965,153012.0481927711,15662.650602409638,322891.5662650602,146987.9518072289
611,3, Graduate, No,10,449, Rejected,97590.36144578313,287951.8072289157,85542.1686746988,73493.97590361445,340963.8554216867,107228.9156626506
612,1, Not Graduate, No,14,666, Approved,86746.98795180723,300000.0,43373.49397590361,139759.0361445783,200000.0,69879.51807228915
